State,City,poverty_rate
AZ,Goodyear,8.8
AZ,Goodyear,52.1
AZ,Grand Canyon,39.3
AZ,Grand Canyon West,-
AZ,Greasewood,41.2
AZ,Green Valley,5.2
AZ,Greer,0
AZ,Guadalupe,24.8
AZ,Gu Oidak,0
AZ,Hackberry,4.3
AZ,Haigler Creek,0
AZ,Haivana Nakya,60.6
AZ,Hard Rock,18.8
AZ,Hayden,32
AZ,Heber-Overgaard,24
AZ,Holbrook,20.6
AZ,Hondah,31.4
AZ,Hotevilla-Bacavi,25.7
AZ,Houck,54.1
AZ,Huachuca,32.9
AZ,Hunter Creek,-
AZ,Icehouse Canyon,42.9
AZ,Indian Wells,43.4
AZ,Jakes Corner,43.9
AZ,Jeddito,44.4
AZ,Jerome,24.2
AZ,Joseph,31.7
AZ,Kachina,11.3
AZ,Kaibab,29.9
AZ,Kaibito,39.7
AZ,Kaka,83.7
AZ,Katherine,4.9
AZ,Kayenta,42.5
AZ,Keams Canyon,21.7
AZ,Kearny,21.2
AZ,Kingman,20.7
AZ,Kino Springs,22.7
AZ,Klagetoh,46
AZ,Kohatk,0
AZ,Kohls Ranch,0
AZ,Komatke,64.5
AZ,Ko Vaya,0
AZ,Kykotsmovi,27.8
AZ,Lake Havasu,13.8
AZ,Lake Montezuma,17.4
AZ,Lake of the Woods,12.9
AZ,La Paz Valley,17.1
AZ,Lazy Y U,11.6
AZ,LeChee,15.3
AZ,Leupp,25.5
AZ,Linden,8.7
AZ,Litchfield Park,5.1
AZ,Littlefield,0
AZ,Littletown,22.5
AZ,Lower Santan,76.4
AZ,Low Mountain,46.7
AZ,Lukachukai,40.2
AZ,Lupton,0
AZ,McConnico,-
AZ,McNary,48.4
AZ,McNeal,17.2
AZ,Maish Vaya,45.9
AZ,Mammoth,28.5
AZ,Many Farms,31.8
AZ,Marana,5.8
AZ,Maricopa,8.1
AZ,Maricopa Colony,41
AZ,Martinez Lake,0
AZ,Mayer,13.9
AZ,Mead Ranch,35.7
AZ,Meadview,19.4
AZ,Mesa,16.5
AZ,Mesa del Caballo,24.5
AZ,Mescal,12.2
AZ,Mesquite Creek,7.5
AZ,Miami,21.1
AZ,Miracle Valley,5
AZ,Moccasin,18.2
AZ,Moenkopi,19.9
AZ,Mohave Valley,24.5
AZ,Mojave Ranch Estates,41.5
AZ,Morenci,6.8
AZ,Morristown,11.3
AZ,Mountainaire,4
AZ,Munds Park,15.9
AZ,Naco,40.2
AZ,Nazlini,50.1
AZ,Nelson,30.4
AZ,New Kingman-Butler,30.8
AZ,New River,8.1
AZ,Nogales,32.7
AZ,Nolic,-
AZ,North Fork,37.6
AZ,Nutrioso,0
AZ,Oak Springs,38.6
AZ,Oatman,43.3
AZ,Oljato-Monument Valley,70.8
AZ,Oracle,18
AZ,Orange Grove Mobile Manor,59.9
AZ,Oro Valley,5.6
AZ,Oxbow Estates,0
AZ,Padre Ranchitos,74.6
AZ,Page,14.4
AZ,Palominas,77
AZ,Paradise Valley,7.2
AZ,Parker,15.4
AZ,Parker Strip,11
AZ,Parks,8.9
AZ,Patagonia,29.1
AZ,Paulden,21.8
AZ,Payson,12.7
AZ,Peach Springs,40.5
AZ,Peeples Valley,20.3
AZ,Peoria,9.2
AZ,Peridot,40.7
AZ,Phoenix,23.1
AZ,Picacho,26.3
AZ,Picture Rocks,13.3
AZ,Pima,22.5
AZ,Pimaco Two,10.3
AZ,Pinal,51
AZ,Pine,5.9
AZ,Pinedale,30.6
AZ,Pine Lake,20.5
AZ,Pinetop Country Club,0
AZ,Pinetop-Lakeside,22.5
AZ,Pinion Pines,0
AZ,Pinon,29.5
AZ,Pirtleville,45.2
AZ,Pisinemo,70.2
AZ,Poston,25.1
AZ,Prescott,15.5
AZ,Prescott Valley,18.2
AZ,Quartzsite,10.1
AZ,Queen Creek,8.6
AZ,Queen Valley,2
AZ,Rainbow,28.3
AZ,Rancho Mesa Verde,31.8
AZ,Red Mesa,17.6
AZ,Red Rock (Apache County),46.2
AZ,Red Rock (Pinal County),11
AZ,Rillito,88.4
AZ,Rincon Valley,4.8
AZ,Rio Rico,15.6
AZ,Rio Verde,7.1
AZ,Rock House,0
AZ,Rock Point,52.3
AZ,Roosevelt,11.5
AZ,Rough Rock,15.9
AZ,Round Rock,45
AZ,Round Valley,1.5
AZ,Rye,20.5
AZ,Sacate,79.3
AZ,Sacaton,37.9
AZ,Sacaton Flats,51.7
AZ,Saddlebrooke,3.6
AZ,Safford,16.9
AZ,Sahuarita,6.2
AZ,St. David,6.3
AZ,St. Johns,18.3
AZ,St. Johns,46.4
AZ,St. Michaels,24.7
AZ,Salome,27.4
AZ,San Carlos,55.7
AZ,Sanders,46.7
AZ,San Jose,15.8
AZ,San Luis,30.2
AZ,San Manuel,17.1
AZ,San Miguel,26.5
AZ,San Simon,14.5
AZ,Santa Cruz,-
AZ,San Tan Valley,15.3
AZ,Santa Rosa,51.2
AZ,Sawmill,51
AZ,Scenic,16.2
AZ,Scottsdale,9.5
AZ,Seba Dalkai,33.9
AZ,Second Mesa,28.4
AZ,Sedona,8.1
AZ,Sehili,58.8
AZ,Seligman,26.1
AZ,Sells,48.5
AZ,Seven Mile,54.1
AZ,Shongopovi,46.4
AZ,Shonto,29.7
AZ,Show Low,18.4
AZ,Sierra Vista,12.7
AZ,Sierra Vista Southeast,15.3
AZ,Six Shooter Canyon,28.9
AZ,Snowflake,9.9
AZ,So-Hi,18.8
AZ,Solomon,21.2
AZ,Somerton,31.5
AZ,Sonoita,9.2
AZ,South Komelik,78.1
AZ,South Tucson,48.7
AZ,Springerville,36.3
AZ,Spring Valley,29.7
AZ,Stanfield,68.5
AZ,Star Valley,18
AZ,Steamboat,57.8
AZ,Stotonic,60.7
AZ,Strawberry,6
AZ,Summerhaven,0
AZ,Summit,43.4
AZ,Sun,8.4
AZ,Sun West,5.4
AZ,Sunizona,39
AZ,Sun Lakes,6.2
AZ,Sun Valley,72.5
AZ,Sunwest,0
AZ,Supai,0
AZ,Superior,18.2
AZ,Surprise,9.8
AZ,Sweet Water,9.9
AZ,Swift Trail Junction,27
AZ,Tacna,20
AZ,Tanque Verde,6
AZ,Tat Momoli,100
AZ,Taylor,18.7
AZ,Teec Nos Pos,41.7
AZ,Tees Toh,46.3
AZ,Tempe,21.6
AZ,Thatcher,17.1
AZ,Theba,6.9
AZ,Three Points,29.6
AZ,Tolani Lake,45.1
AZ,Tolleson,29.3
AZ,Tombstone,21.9
AZ,Tonalea,18.7
AZ,Tonopah,0
AZ,Tonto Basin,25
AZ,Tonto,0
AZ,Topawa,65.3
AZ,Topock,100
AZ,Top-of-the-World,9.2
AZ,Toyei,-
AZ,Truxton,16.6
AZ,Tsaile,46.9
AZ,Tubac,7.8
AZ,Tuba,32.4
AZ,Tucson,25.3
AZ,Tucson Estates,16
AZ,Tumacacori-Carmen,6
AZ,Turkey Creek,16
AZ,Tusayan,21.7
AZ,Upper Santan,53
AZ,Utting,15.8
AZ,Vail,8.3
AZ,Vaiva Vo,100
AZ,Valencia West,13.4
AZ,Valentine,48.5
AZ,Valle,80.6
AZ,Valle Vista,14.6
AZ,Ventana,100
AZ,Verde,19
AZ,Vernon,0
AZ,Vicksburg,9.4
AZ,Village of Oak Creek (Big Park),7.6
AZ,Wagon Wheel,24.8
AZ,Wahak Hotrontk,23
AZ,Wall Lane,34.1
AZ,Walnut Creek,32.5
AZ,Washington Park,0
AZ,Wellton,12.7
AZ,Wellton Hills,7.9
AZ,Wenden,30.9
AZ,Wet Camp,30.4
AZ,Wheatfields,22
AZ,Whetstone,9.5
AZ,Whispering Pines,79.3
AZ,Whitecone,63.2
AZ,White Hills,18.5
AZ,White Mountain Lake,42.3
AZ,Whiteriver,50.4
AZ,Why,13.6
AZ,Wickenburg,16.9
AZ,Wide Ruins,100
AZ,Wikieup,16.7
AZ,Wilhoit,24
AZ,Willcox,18
AZ,Williams,28.1
AZ,Williamson,8.2
AZ,Willow Canyon,-
AZ,Willow Valley,14.7
AZ,Window Rock,29.2
AZ,Winkelman,11.6
AZ,Winslow,30.1
AZ,Winslow West,48.1
AZ,Wintersburg,0
AZ,Wittmann,9.9
AZ,Woodruff,0
AZ,Yarnell,15.5
AZ,York,40.9
AZ,Young,10
AZ,Youngtown,22.5
AZ,Yucca,36.2
AZ,Yuma,18.4
AR,Adona,18.9
AR,Alexander,26.4
AR,Alicia,47.9
AR,Allport,44.4
AR,Alma,21
AR,Almyra,21.7
AR,Alpena,31.7
AR,Altheimer,22.8
AR,Altus,12.8
AR,Amagon,21.6
AR,Amity,41.3
AR,Anthonyville,16
AR,Antoine,9.8
AR,Arkadelphia,33
AR,Arkansas,18.2
AR,Ashdown,22.8
AR,Ash Flat,34.1
AR,Atkins,8.8
AR,Aubrey,17.1
AR,Augusta,31.4
AR,Austin,7.7
AR,Avilla,1.4
AR,Avoca,8.2
AR,Bald Knob,23.6
AR,Banks,41.9
AR,Barling,18.2
AR,Bassett,45.1
AR,Batesville,20.9
AR,Bauxite,19.8
AR,Bay,15.2
AR,Bearden,36
AR,Beaver,1.3
AR,Beebe,28.8
AR,Beedeville,43.8
AR,Bella Vista,4.8
AR,Bellefonte,15
AR,Belleville,21.2
AR,Ben Lomond,25
AR,Benton,11.4
AR,Bentonville,7.7
AR,Bergman,11.5
AR,Berryville,26.4
AR,Bethel Heights,18.5
AR,Bigelow,21.5
AR,Big Flat,16.9
AR,Biggers,15.8
AR,Birdsong,2.4
AR,Black Oak,16.1
AR,Black Rock,28.9
AR,Black Springs,5.7
AR,Blevins,22.7
AR,Blue Eye,74.4
AR,Blue Mountain,25.5
AR,Bluff,11.9
AR,Blytheville,27
AR,Bodcaw,3.5
AR,Bonanza,9.7
AR,Bono,16.8
AR,Booneville,33.1
AR,Bradford,29.9
AR,Bradley,41.7
AR,Branch,22.3
AR,Briarcliff,27.5
AR,Brinkley,36.3
AR,Brookland,17.2
AR,Bryant,4.1
AR,Buckner,18.9
AR,Bull Shoals,13.9
AR,Burdette,5.6
AR,Cabot,11.4
AR,Caddo Valley,17
AR,Caldwell,27.6
AR,Cale,21.2
AR,Calico Rock,30.4
AR,Calion,7.8
AR,Camden,31.4
AR,Cammack,5.7
AR,Campbell Station,13.3
AR,Caraway,22.3
AR,Carlisle,5.9
AR,Carthage,19
AR,Casa,11.1
AR,Cash,28.9
AR,Caulksville,10.8
AR,Cave,32.1
AR,Cave Springs,2.9
AR,Cedarville,14.3
AR,Center Ridge,41.3
AR,Centerton,6.2
AR,Central,13.5
AR,Charleston,11.9
AR,Cherokee,57.8
AR,Cherokee,20.3
AR,Cherry Valley,22.2
AR,Chester,30.3
AR,Chidester,24.4
AR,Clarendon,46.5
AR,Clarkedale,0
AR,Clarksville,24.9
AR,Clinton,23.3
AR,Coal Hill,28.3
AR,College,24.6
AR,College Station,0
AR,Colt,29.6
AR,Concord,12
AR,Conway,18.4
AR,Corinth,0
AR,Corning,22.8
AR,Cotter,25.8
AR,Cotton Plant,27.9
AR,Cove,22.9
AR,Coy,11
AR,Crawfordsville,25
AR,Crossett,23.2
AR,Cushman,26
AR,Daisy,15
AR,Damascus,13.5
AR,Danville,27.7
AR,Dardanelle,31.8
AR,Datto,27.8
AR,Decatur,32.3
AR,Delaplaine,0
AR,Delight,23.7
AR,Dell,6.4
AR,Dennard,32.6
AR,Denning,10.6
AR,De Queen,29.8
AR,Dermott,37.1
AR,Des Arc,20.4
AR,De Valls Bluff,36.5
AR,DeWitt,22.2
AR,Diamond,26
AR,Diaz,36.1
AR,Dierks,24.2
AR,Donaldson,21.1
AR,Dover,23.6
AR,Dumas,41.3
AR,Dyer,14.7
AR,Dyess,26.4
AR,Earle,42.8
AR,East Camden,24
AR,East End,6.7
AR,Edmondson,37.4
AR,Egypt,0
AR,Elaine,42
AR,El Dorado,27.4
AR,Elkins,13.8
AR,Elm Springs,8.1
AR,Emerson,21.9
AR,Emmet,38.4
AR,England,29.9
AR,Enola,18.4
AR,Etowah,22.1
AR,Eudora,45.4
AR,Eureka Springs,19.1
AR,Evening Shade,20
AR,Everton,28
AR,Fairfield Bay,9.8
AR,Fargo,29.2
AR,Farmington,11.4
AR,Fayetteville,24
AR,Felsenthal,17.4
AR,Fifty-Six,5.9
AR,Fisher,8.2
AR,Flippin,32
AR,Fordyce,14.7
AR,Foreman,23.2
AR,Forrest City,27.7
AR,Fort Smith,26.9
AR,Fouke,24.8
AR,Fountain Hill,29
AR,Fountain Lake,10
AR,Fourche,11.4
AR,Franklin,14.7
AR,Fredonia (Biscoe),34
AR,Friendship,2.7
AR,Fulton,19.9
AR,Garfield,10.6
AR,Garland,60.4
AR,Garner,9.5
AR,Gassville,21.9
AR,Gateway,16.4
AR,Gentry,22.7
AR,Georgetown,13.3
AR,Gibson,9.1
AR,Gilbert,0
AR,Gillett,16.1
AR,Gillham,40
AR,Gilmore,21
AR,Glenwood,27.6
AR,Goshen,1.8
AR,Gosnell,22.4
AR,Gould,40.6
AR,Grady,40.6
AR,Grannis,26.5
AR,Gravette,17.9
AR,Greenbrier,14.8
AR,Green Forest,29.2
AR,Greenland,10.6
AR,Greenway,15.4
AR,Greenwood,13.6
AR,Greers Ferry,13
AR,Griffithville,39.7
AR,Grubbs,13.1
AR,Guion,28.6
AR,Gum Springs,26.2
AR,Gurdon,26.1
AR,Guy,10.9
AR,Hackett,26.9
AR,Hagarville,28.3
AR,Hamburg,31
AR,Hampton,20.6
AR,Hardy,45.4
AR,Harrell,25.2
AR,Harrisburg,30.8
AR,Harrison,23.2
AR,Hartford,32.9
AR,Hartman,26.9
AR,Haskell,14.7
AR,Hatfield,47.7
AR,Havana,17.2
AR,Haynes,23.4
AR,Hazen,18.9
AR,Heber Springs,22.5
AR,Hector,15.3
AR,Helena,44.2
AR,Hensley,63.3
AR,Hermitage,67.5
AR,Hickory Ridge,18
AR,Higden,5.1
AR,Higginson,2.4
AR,Highfill,23.8
AR,Highland,19.6
AR,Hindsville,0
AR,Holiday Island,18.3
AR,Holland,14.6
AR,Holly Grove,35.5
AR,Hope,34.1
AR,Horatio,32.2
AR,Horseshoe Bend,28.2
AR,Horseshoe Lake,20.2
AR,Hot Springs,29.2
AR,Hot Springs,4.9
AR,Houston,9.4
AR,Hoxie,27.5
AR,Hughes,41.9
AR,Humnoke,15.7
AR,Humphrey,11.7
AR,Hunter,35.4
AR,Huntington,27.4
AR,Huntsville,31.4
AR,Huttig,21.4
AR,Imboden,20.4
AR,Jacksonport,22.4
AR,Jacksonville,18.7
AR,Jasper,24.1
AR,Jennette,10.8
AR,Jericho,9.4
AR,Jerome,4.1
AR,Johnson,14.8
AR,Joiner,45.5
AR,Jonesboro,23.7
AR,Judsonia,25.7
AR,Junction,26.5
AR,Keiser,22.7
AR,Kensett,42
AR,Keo,10
AR,Kibler,11.8
AR,Kingsland,32.1
AR,Kirby,21
AR,Knobel,35.2
AR,Knoxville,22.1
AR,Lafe,21.3
AR,LaGrange,46.7
AR,Lake,15.2
AR,Lake Hamilton,13.9
AR,Lakeview,19.4
AR,Lake View,47.4
AR,Lake,36
AR,Lamar,24.2
AR,Landmark,9
AR,Lavaca,15.3
AR,Leachville,16.1
AR,Lead Hill,37
AR,Leola,32.1
AR,Lepanto,34.4
AR,Leslie,52.8
AR,Letona,15.9
AR,Lewisville,31.5
AR,Lexa,18.8
AR,Lincoln,34.8
AR,Little Flock,15.9
AR,Little Rock,17.8
AR,Lockesburg,17.6
AR,London,30.3
AR,Lonoke,19.4
AR,Lonsdale,0.8
AR,Lost Bridge,8.7
AR,Louann,22.7
AR,Lowell,12.2
AR,Luxora,52.7
AR,Lynn,29.1
AR,McAlmont,27.1
AR,McCaskill,22.5
AR,McCrory,18.8
AR,McDougal,28.2
AR,McGehee,39.6
AR,McNab,16.3
AR,McNeil,48.2
AR,McRae,22
AR,Madison,41.8
AR,Magazine,22.8
AR,Magness,46
AR,Magnet Cove,0
AR,Magnolia,31.7
AR,Malvern,27.4
AR,Mammoth Spring,34.7
AR,Manila,32.6
AR,Mansfield,21.6
AR,Marianna,35.6
AR,Marie,19.6
AR,Marion,10.9
AR,Marked Tree,34.4
AR,Marmaduke,27.7
AR,Marshall,21.2
AR,Marvell,43.7
AR,Maumelle,6.4
AR,Mayflower,8.5
AR,Maynard,27.1
AR,Maysville,0
AR,Melbourne,29.4
AR,Mena,18.5
AR,Menifee,15.5
AR,Midland,61.7
AR,Midway,27.4
AR,Midway,10.2
AR,Mineral Springs,18.9
AR,Minturn,7.6
AR,Mitchellville,34.2
AR,Monette,11.1
AR,Monticello,39.2
AR,Montrose,39.5
AR,Moorefield,2.5
AR,Moro,19.9
AR,Morrilton,35.2
AR,Morrison Bluff,30.9
AR,Mountainburg,15.6
AR,Mountain Home,15.8
AR,Mountain Pine,25
AR,Mountain View,35.4
AR,Mount Ida,16
AR,Mount Pleasant,9.7
AR,Mount Vernon,6.7
AR,Mulberry,30
AR,Murfreesboro,30.3
AR,Nashville,34.1
AR,Natural Steps,3
AR,Newark,31.2
AR,New Blaine,0
AR,New Edinburg,0
AR,Newport,34.9
AR,Nimmons,36.2
AR,Norfork,20.9
AR,Norman,31.9
AR,Norphlet,20.1
AR,North Crossett,15.8
AR,North Little Rock,26.1
AR,Oak Grove,18.1
AR,Oak Grove Heights,9.7
AR,Oakhaven,0
AR,Oden,17.5
AR,Ogden,8.3
AR,Oil Trough,25.1
AR,O'Kean,34.5
AR,Okolona,24.5
AR,Ola,18.7
AR,Omaha,61.6
AR,Oppelo,17.1
AR,Osceola,37.9
AR,Oxford,26.6
AR,Ozan,15.5
AR,Ozark,31.1
AR,Palestine,15.5
AR,Pangburn,25.2
AR,Paragould,17.5
AR,Paris,22.7
AR,Parkdale,53.3
AR,Parkin,31
AR,Patmos,29.3
AR,Patterson,32.2
AR,Peach Orchard,10.2
AR,Pea Ridge,13.9
AR,Perla,22.7
AR,Perry,25.4
AR,Perrytown,21.3
AR,Perryville,14
AR,Piggott,26.7
AR,Pindall,28.6
AR,Pine Bluff,32.1
AR,Pineville,48.1
AR,Piney,27.5
AR,Plainview,6
AR,Pleasant Plains,13.6
AR,Plumerville,27.5
AR,Pocahontas,22.9
AR,Pollard,16.3
AR,Portia,27.9
AR,Portland,28.1
AR,Pottsville,9.1
AR,Powhatan,26.3
AR,Poyen,17.6
AR,Prairie Creek,10.1
AR,Prairie Grove,10.1
AR,Prattsville,25
AR,Prescott,38.1
AR,Pyatt,33.2
AR,Quitman,21.6
AR,Ratcliff,13.4
AR,Ravenden,36.3
AR,Ravenden Springs,15.2
AR,Reader,0
AR,Rector,30
AR,Redfield,18.3
AR,Reed,43.8
AR,Reyno,31.8
AR,Rison,46.1
AR,Rockport,17.6
AR,Rockwell,3.9
AR,Roe,36.4
AR,Rogers,15.3
AR,Roland,13.7
AR,Rondo,52.5
AR,Rose Bud,15.9
AR,Rosston,35
AR,Rudy,48.9
AR,Russell,27.7
AR,Russellville,26.2
AR,Rye,0
AR,St. Charles,2.7
AR,St. Francis,42.2
AR,St. Joe,37.1
AR,St. Paul,18.9
AR,Salem,29.1
AR,Salem,7.4
AR,Salesville,15.6
AR,Scott,0
AR,Scranton,11.6
AR,Searcy,19.8
AR,Sedgwick,26.2
AR,Shannon Hills,9.2
AR,Sheridan,10.2
AR,Sherrill,56
AR,Sherwood,13
AR,Shirley,33.3
AR,Sidney,45.3
AR,Siloam Springs,20.2
AR,Smackover,17.1
AR,Smithville,13.3
AR,South Lead Hill,21.1
AR,Southside,19.3
AR,Sparkman,23.5
AR,Springdale,23.3
AR,Springtown,17.8
AR,Stamps,30.2
AR,Star,31.7
AR,Staves,0
AR,Stephens,27.9
AR,Strawberry,20.4
AR,Strong,23
AR,Stuttgart,22.5
AR,Subiaco,27
AR,Success,23.7
AR,Sulphur Rock,32.5
AR,Sulphur Springs,43
AR,Sulphur Springs,12.5
AR,Summit,36.1
AR,Sunset,64.9
AR,Sweet Home,15.5
AR,Swifton,33.6
AR,Taylor,23.5
AR,Texarkana,22.1
AR,Thornton,25.3
AR,Tillar,34.3
AR,Tinsman,27
AR,Tollette,14.3
AR,Tontitown,12.1
AR,Traskwood,4.1
AR,Trumann,26.4
AR,Tuckerman,18.6
AR,Tull,13.2
AR,Tumbling Shoals,6
AR,Tupelo,9
AR,Turrell,35.6
AR,Twin Groves,17.5
AR,Tyronza,27.4
AR,Ulm,39.3
AR,Valley Springs,11.2
AR,Van Buren,22.9
AR,Vandervoort,58.8
AR,Victoria,43.8
AR,Vilonia,7.2
AR,Viola,22.6
AR,Wabbaseka,31.3
AR,Waldenburg,0
AR,Waldo,35.6
AR,Waldron,30.5
AR,Walnut Ridge,19.8
AR,Ward,11.4
AR,Warren,30.8
AR,Washington,35.7
AR,Watson,19.6
AR,Weiner,10.9
AR,Weldon,20.8
AR,West Crossett,7.7
AR,Western Grove,10.6
AR,West Fork,7.6
AR,West Memphis,30.9
AR,West Point,34.8
AR,Wheatley,22.3
AR,Whelen Springs,30.2
AR,White Hall,11
AR,Wickes,37
AR,Widener,8.9
AR,Wiederkehr,0
AR,Williford,16.3
AR,Willisville,15.3
AR,Wilmar,30.9
AR,Wilmot,28.2
AR,Wilson,22.1
AR,Wilton,29.4
AR,Winchester,64
AR,Winslow,20.5
AR,Winthrop,27.5
AR,Woodlawn,1.9
AR,Woodson,15.2
AR,Wooster,10.8
AR,Wrightsville,18.4
AR,Wynne,22.3
AR,Yarborough Landing,7.9
AR,Yellville,16.8
AR,Zinc,40.6
CA,Acalanes Ridge,2.5
CA,Acampo,0
CA,Acton,7.6
CA,Adelanto,40.3
CA,Adin,12.6
CA,Agoura Hills,5.8
CA,Agua Dulce,6.4
CA,Aguanga,7
CA,Ahwahnee,11.7
CA,Airport,37.4
CA,Alameda,9.8
CA,Alamo,1.9
CA,Albany,11.4
CA,Albion,43.2
CA,Alderpoint,40.8
CA,Alhambra,15.8
CA,Alhambra Valley,2.2
CA,Aliso Viejo,4.9
CA,Alleghany,81.9
CA,Allendale,3.2
CA,Allensworth,49.5
CA,Almanor,-
CA,Alondra Park,23.2
CA,Alpaugh,48
CA,Alpine,8.8
CA,Alpine,3.4
CA,Alta,13.8
CA,Altadena,11
CA,Alta Sierra,2.5
CA,Alto,10.9
CA,Alturas,21.7
CA,Alum Rock,11.4
CA,Amador,27
CA,American Canyon,11.8
CA,Amesti,12.8
CA,Anaheim,16.5
CA,Anchor Bay,0
CA,Anderson,24.6
CA,Angels,19
CA,Angwin,11.7
CA,Antelope,13
CA,Antioch,15.4
CA,Anza,13
CA,Apple Valley,20.6
CA,Aptos,6.4
CA,Aptos Hills-Larkin Valley,10.9
CA,Arbuckle,15.2
CA,Arcadia,9.6
CA,Arcata,41.3
CA,Arden-Arcade,21.4
CA,Armona,25.4
CA,Arnold,12
CA,Aromas,11.5
CA,Arroyo Grande,6.8
CA,Artesia,12.4
CA,Artois,1.8
CA,Arvin,29.3
CA,Ashland,18.4
CA,Aspen Springs,0
CA,Atascadero,11
CA,Atherton,3.8
CA,Atwater,26.2
CA,Auberry,15.1
CA,Auburn,12.8
CA,Auburn Lake Trails,2
CA,August,39.6
CA,Avalon,14.3
CA,Avenal,36.4
CA,Avery,27.5
CA,Avila Beach,6.4
CA,Avocado Heights,12.8
CA,Azusa,17.6
CA,Baker,23
CA,Bakersfield,19.8
CA,Baldwin Park,16.7
CA,Ballard,7
CA,Ballico,26.7
CA,Bangor,8.7
CA,Banning,21.2
CA,Barstow,33.7
CA,Bass Lake,27.6
CA,Bay Point,25.1
CA,Bayview (Contra Costa County),4.2
CA,Bayview (Humboldt County),28.3
CA,Beale AFB,12.5
CA,Bear Creek,49.1
CA,Bear Valley (Alpine County),20
CA,Bear Valley (Mariposa County),22.6
CA,Bear Valley Springs,4.6
CA,Beaumont,11.8
CA,Beckwourth,5.5
CA,Belden,-
CA,Bell,27.7
CA,Bella Vista,14.2
CA,Bell Canyon,3.9
CA,Bellflower,17.9
CA,Bell Gardens,28.1
CA,Belmont,6.2
CA,Belvedere,3.5
CA,Benbow,0
CA,Bend,7.9
CA,Benicia,5.4
CA,Ben Lomond,10.8
CA,Benton,19.7
CA,Berkeley,20.4
CA,Bermuda Dunes,10
CA,Berry Creek,14.7
CA,Bertsch-Oceanview,19.9
CA,Bethel Island,6.2
CA,Beverly Hills,8.9
CA,Bieber,7.5
CA,Big Bear,19.7
CA,Big Bear Lake,18.8
CA,Big Bend,14.9
CA,Big Creek,1.6
CA,Biggs,27.8
CA,Big Lagoon,21.7
CA,Big Pine,10.6
CA,Big River,19.7
CA,Biola,36.1
CA,Bishop,13
CA,Blackhawk,2.7
CA,Blacklake,0
CA,Black Point-Green Point,3.8
CA,Blairsden,27.3
CA,Bloomfield,8.3
CA,Bloomington,22
CA,Blue Lake,18.4
CA,Bluewater,2.8
CA,Blythe,24.4
CA,Bodega,27.8
CA,Bodega Bay,9
CA,Bodfish,28.2
CA,Bolinas,16.9
CA,Bombay Beach,35.2
CA,Bonadelle Ranchos-Madera Ranchos,12.4
CA,Bonita,12
CA,Bonny Doon,12
CA,Bonsall,5.7
CA,Boonville,20.8
CA,Bootjack,7.7
CA,Boron,33.4
CA,Boronda,20.6
CA,Borrego Springs,15
CA,Bostonia,20.1
CA,Boulder Creek,10.9
CA,Boulevard,17.1
CA,Bowles,15.9
CA,Boyes Hot Springs,13.2
CA,Bradbury,8.8
CA,Bradley,21.6
CA,Brawley,25.2
CA,Brea,7.1
CA,Brentwood,7.3
CA,Bret Harte,45
CA,Bridgeport,0.1
CA,Brisbane,4.8
CA,Broadmoor,4.4
CA,Brookdale,11.4
CA,Brooktrails,17.2
CA,Buckhorn,16.4
CA,Buck Meadows,38.5
CA,Bucks Lake,0
CA,Buellton,5.6
CA,Buena Park,13.4
CA,Buena Vista,19.9
CA,Burbank,11
CA,Burbank,12.1
CA,Burlingame,6.9
CA,Burney,23.8
CA,Burnt Ranch,11.9
CA,Butte Creek Canyon,10.6
CA,Butte Meadows,0
CA,Butte Valley,5.9
CA,Buttonwillow,37.1
CA,Byron,3.6
CA,Bystrom,34.2
CA,Cabazon,30.7
CA,Calabasas,7.9
CA,Calexico,27.4
CA,California,22.8
CA,California Hot Springs,15
CA,California Pines,31.3
CA,Calimesa,14.8
CA,Calipatria,32.6
CA,Calistoga,16.3
CA,Callender,9.3
CA,Calpella,29.4
CA,Calpine,14
CA,Calwa,45
CA,Camanche North Shore,4.6
CA,Camanche,0.6
CA,Camarillo,6.4
CA,Cambria,6.9
CA,Cambrian Park,3.1
CA,Cameron Park,9.9
CA,Camino,11.9
CA,Camino Tassajara,8
CA,Campbell,6.2
CA,Camp Nelson,0
CA,Campo,26.8
CA,Camp Pendleton North,10.8
CA,Camp Pendleton South,9
CA,Camptonville,15.7
CA,Canby,19.3
CA,Cantua Creek,32.7
CA,Canyondam,0
CA,Canyon Lake,6.5
CA,Capitola,10
CA,Caribou,-
CA,Carlsbad,9.1
CA,Carmel-by-the-Sea,8.1
CA,Carmel Valley,4.7
CA,Carmet,53.3
CA,Carmichael,16.6
CA,Carnelian Bay,12.5
CA,Carpinteria,9.3
CA,Carrick,0
CA,Carson,10.9
CA,Cartago,28.2
CA,Caruthers,31.3
CA,Casa Conejo,10
CA,Casa de Oro-Mount Helix,12
CA,Casmalia,0
CA,Caspar,9
CA,Cassel,23.5
CA,Castaic,6.8
CA,Castle Hill,1.9
CA,Castro Valley,7.4
CA,Castroville,25.2
CA,Cathedral,23.1
CA,Catheys Valley,16.9
CA,Cayucos,9.6
CA,Cazadero,11.8
CA,Cedar Ridge,12.5
CA,Cedar Slope,-
CA,Cedarville,19.7
CA,Centerville,22
CA,Ceres,17.9
CA,Cerritos,4.8
CA,Chalfant,9.6
CA,Challenge-Brownsville,29.7
CA,Channel Islands Beach,2.3
