State,City,percent_completed_hs
AZ,Golden Shores,77.9
AZ,Golden Valley,81.6
AZ,Goodyear,92.1
AZ,Goodyear,78
AZ,Grand Canyon,91.6
AZ,Grand Canyon West,-
AZ,Greasewood,74.4
AZ,Green Valley,96.4
AZ,Greer,100
AZ,Guadalupe,61.2
AZ,Gu Oidak,78.4
AZ,Hackberry,88.4
AZ,Haigler Creek,100
AZ,Haivana Nakya,57.8
AZ,Hard Rock,69.8
AZ,Hayden,84
AZ,Heber-Overgaard,76.9
AZ,Holbrook,88.5
AZ,Hondah,81.5
AZ,Hotevilla-Bacavi,85.2
AZ,Houck,66
AZ,Huachuca,89.5
AZ,Hunter Creek,-
AZ,Icehouse Canyon,88.1
AZ,Indian Wells,66.9
AZ,Jakes Corner,70.7
AZ,Jeddito,77.4
AZ,Jerome,96.9
AZ,Joseph,91.6
AZ,Kachina,95.5
AZ,Kaibab,72.5
AZ,Kaibito,66.3
AZ,Kaka,63.2
AZ,Katherine,94.1
AZ,Kayenta,86.7
AZ,Keams Canyon,71.1
AZ,Kearny,87.7
AZ,Kingman,87
AZ,Kino Springs,90.6
AZ,Klagetoh,76.5
AZ,Kohatk,0
AZ,Kohls Ranch,100
AZ,Komatke,58.5
AZ,Ko Vaya,100
AZ,Kykotsmovi,96.8
AZ,Lake Havasu,88.5
AZ,Lake Montezuma,84.8
AZ,Lake of the Woods,77.9
AZ,La Paz Valley,77.6
AZ,Lazy Y U,96.7
AZ,LeChee,79.8
AZ,Leupp,75.7
AZ,Linden,92.4
AZ,Litchfield Park,94.2
AZ,Littlefield,86
AZ,Littletown,87.3
AZ,Lower Santan,58.7
AZ,Low Mountain,66.1
AZ,Lukachukai,75.2
AZ,Lupton,100
AZ,McConnico,-
AZ,McNary,79.6
AZ,McNeal,95.4
AZ,Maish Vaya,74.7
AZ,Mammoth,63.5
AZ,Many Farms,81.6
AZ,Marana,94.1
AZ,Maricopa,91.7
AZ,Maricopa Colony,69.1
AZ,Martinez Lake,100
AZ,Mayer,89.2
AZ,Mead Ranch,100
AZ,Meadview,89.4
AZ,Mesa,87.5
AZ,Mesa del Caballo,84.3
AZ,Mescal,87.6
AZ,Mesquite Creek,83.8
AZ,Miami,77.3
AZ,Miracle Valley,70.9
AZ,Moccasin,90.9
AZ,Moenkopi,91.1
AZ,Mohave Valley,83.2
AZ,Mojave Ranch Estates,85.2
AZ,Morenci,94.3
AZ,Morristown,96.9
AZ,Mountainaire,94.9
AZ,Munds Park,100
AZ,Naco,72.1
AZ,Nazlini,73.1
AZ,Nelson,83.7
AZ,New Kingman-Butler,78.2
AZ,New River,95.3
AZ,Nogales,62.6
AZ,Nolic,-
AZ,North Fork,83.8
AZ,Nutrioso,100
AZ,Oak Springs,77.5
AZ,Oatman,40.8
AZ,Oljato-Monument Valley,84.7
AZ,Oracle,86.3
AZ,Orange Grove Mobile Manor,13.6
AZ,Oro Valley,97.4
AZ,Oxbow Estates,100
AZ,Padre Ranchitos,52.2
AZ,Page,86.9
AZ,Palominas,100
AZ,Paradise Valley,97.4
AZ,Parker,80.4
AZ,Parker Strip,94
AZ,Parks,96.2
AZ,Patagonia,86.6
AZ,Paulden,84.8
AZ,Payson,88.3
AZ,Peach Springs,72.3
AZ,Peeples Valley,94.2
AZ,Peoria,92.4
AZ,Peridot,73.7
AZ,Phoenix,80.7
AZ,Picacho,67.9
AZ,Picture Rocks,89.6
AZ,Pima,87.8
AZ,Pimaco Two,85.7
AZ,Pinal,80.9
AZ,Pine,94.5
AZ,Pinedale,87.4
AZ,Pine Lake,100
AZ,Pinetop Country Club,97.2
AZ,Pinetop-Lakeside,92.8
AZ,Pinion Pines,100
AZ,Pinon,72.1
AZ,Pirtleville,42.6
AZ,Pisinemo,66.8
AZ,Poston,57.5
AZ,Prescott,92.8
AZ,Prescott Valley,87.6
AZ,Quartzsite,81
AZ,Queen Creek,96
AZ,Queen Valley,95.4
AZ,Rainbow,65.5
AZ,Rancho Mesa Verde,11.8
AZ,Red Mesa,81.1
AZ,Red Rock (Apache County),74.3
AZ,Red Rock (Pinal County),92.6
AZ,Rillito,54.8
AZ,Rincon Valley,95.1
AZ,Rio Rico,76.4
AZ,Rio Verde,97.8
AZ,Rock House,100
AZ,Rock Point,67.9
AZ,Roosevelt,88.5
AZ,Rough Rock,88.5
AZ,Round Rock,67.6
AZ,Round Valley,93.7
AZ,Rye,50
AZ,Sacate,63.6
AZ,Sacaton,72.9
AZ,Sacaton Flats,73.9
AZ,Saddlebrooke,98.9
AZ,Safford,87.1
AZ,Sahuarita,94.6
AZ,St. David,93.7
AZ,St. Johns,84.7
AZ,St. Johns,75.3
AZ,St. Michaels,85.6
AZ,Salome,74.9
AZ,San Carlos,66.4
AZ,Sanders,62.9
AZ,San Jose,75.1
AZ,San Luis,41.9
AZ,San Manuel,87.2
AZ,San Miguel,94.7
AZ,San Simon,100
AZ,Santa Cruz,-
AZ,San Tan Valley,90.2
AZ,Santa Rosa,72.7
AZ,Sawmill,70.9
AZ,Scenic,81.9
AZ,Scottsdale,96.2
AZ,Seba Dalkai,48.2
AZ,Second Mesa,82.3
AZ,Sedona,95.6
AZ,Sehili,79.5
AZ,Seligman,83.3
AZ,Sells,80.2
AZ,Seven Mile,77.2
AZ,Shongopovi,81.2
AZ,Shonto,77.3
AZ,Show Low,88.7
AZ,Sierra Vista,93.2
AZ,Sierra Vista Southeast,94.7
AZ,Six Shooter Canyon,87.3
AZ,Snowflake,90.6
AZ,So-Hi,82.7
AZ,Solomon,70.7
AZ,Somerton,51
AZ,Sonoita,97.4
AZ,South Komelik,100
AZ,South Tucson,59.7
AZ,Springerville,82.1
AZ,Spring Valley,86.9
AZ,Stanfield,74.6
AZ,Star Valley,90.6
AZ,Steamboat,64.5
AZ,Stotonic,64.1
AZ,Strawberry,93.3
AZ,Summerhaven,100
AZ,Summit,53.2
AZ,Sun,91
AZ,Sun West,94.1
AZ,Sunizona,82.1
AZ,Sun Lakes,95.3
AZ,Sun Valley,83.6
AZ,Sunwest,100
AZ,Supai,100
AZ,Superior,80.3
AZ,Surprise,92.9
AZ,Sweet Water,76.8
AZ,Swift Trail Junction,91.2
AZ,Tacna,76.3
AZ,Tanque Verde,96.5
AZ,Tat Momoli,0
AZ,Taylor,84.1
AZ,Teec Nos Pos,78.5
AZ,Tees Toh,69.6
AZ,Tempe,91.7
AZ,Thatcher,93.8
AZ,Theba,17.5
AZ,Three Points,74.4
AZ,Tolani Lake,68.5
AZ,Tolleson,62.4
AZ,Tombstone,88.6
AZ,Tonalea,65.8
AZ,Tonopah,100
AZ,Tonto Basin,92
AZ,Tonto,100
AZ,Topawa,81.6
AZ,Topock,100
AZ,Top-of-the-World,71.9
AZ,Toyei,-
AZ,Truxton,82.7
AZ,Tsaile,79.2
AZ,Tubac,99.2
AZ,Tuba,88.1
AZ,Tucson,84.2
AZ,Tucson Estates,88.1
AZ,Tumacacori-Carmen,85.2
AZ,Turkey Creek,69.9
AZ,Tusayan,88.9
AZ,Upper Santan,61.9
AZ,Utting,35.3
AZ,Vail,95
AZ,Vaiva Vo,50
AZ,Valencia West,82.5
AZ,Valentine,37.3
AZ,Valle,31.9
AZ,Valle Vista,91.9
AZ,Ventana,77.8
AZ,Verde,85.8
AZ,Vernon,100
AZ,Vicksburg,64.5
AZ,Village of Oak Creek (Big Park),94.5
AZ,Wagon Wheel,88.9
AZ,Wahak Hotrontk,89.5
AZ,Wall Lane,39.6
AZ,Walnut Creek,95.9
AZ,Washington Park,100
AZ,Wellton,84.7
AZ,Wellton Hills,100
AZ,Wenden,55.5
AZ,Wet Camp,37.7
AZ,Wheatfields,79.3
AZ,Whetstone,88.8
AZ,Whispering Pines,100
AZ,Whitecone,63.3
AZ,White Hills,76.3
AZ,White Mountain Lake,78.4
AZ,Whiteriver,72.3
AZ,Why,91.3
AZ,Wickenburg,89.7
AZ,Wide Ruins,40.7
AZ,Wikieup,57.4
AZ,Wilhoit,80.1
AZ,Willcox,84.8
AZ,Williams,88.6
AZ,Williamson,94.5
AZ,Willow Canyon,-
AZ,Willow Valley,85.4
AZ,Window Rock,81.5
AZ,Winkelman,84.5
AZ,Winslow,79.6
AZ,Winslow West,56.5
AZ,Wintersburg,100
AZ,Wittmann,95.5
AZ,Woodruff,100
AZ,Yarnell,91.2
AZ,York,96.2
AZ,Young,91.5
AZ,Youngtown,82.7
AZ,Yucca,82
AZ,Yuma,77.5
AR,Adona,79.3
AR,Alexander,78.1
AR,Alicia,79.2
AR,Allport,80.5
AR,Alma,88.7
AR,Almyra,91.4
AR,Alpena,80
AR,Altheimer,80
AR,Altus,80.7
AR,Amagon,74.3
AR,Amity,89.8
AR,Anthonyville,47
AR,Antoine,78.7
AR,Arkadelphia,85.9
AR,Arkansas,73.9
AR,Ashdown,88.2
AR,Ash Flat,74.1
AR,Atkins,79.6
AR,Aubrey,69
AR,Augusta,72.2
AR,Austin,95.9
AR,Avilla,91.3
AR,Avoca,88
AR,Bald Knob,73.9
AR,Banks,81.9
AR,Barling,81.7
AR,Bassett,63.9
AR,Batesville,84.6
AR,Bauxite,76.2
AR,Bay,85.7
AR,Bearden,84.9
AR,Beaver,91.7
AR,Beebe,83.6
AR,Beedeville,71.1
AR,Bella Vista,94.7
AR,Bellefonte,81.2
AR,Belleville,69.5
AR,Ben Lomond,70.3
AR,Benton,87
AR,Bentonville,92.4
AR,Bergman,81.3
AR,Berryville,75.2
AR,Bethel Heights,81.8
AR,Bigelow,72.6
AR,Big Flat,62.5
AR,Biggers,72.8
AR,Birdsong,60
AR,Black Oak,80.1
AR,Black Rock,77.7
AR,Black Springs,56.5
AR,Blevins,78.7
AR,Blue Eye,16.7
AR,Blue Mountain,75
AR,Bluff,75
AR,Blytheville,83
AR,Bodcaw,72.2
AR,Bonanza,78
AR,Bono,80.3
AR,Booneville,80.9
AR,Bradford,76.2
AR,Bradley,70.8
AR,Branch,70.1
AR,Briarcliff,86.9
AR,Brinkley,76.5
AR,Brookland,76.5
AR,Bryant,93.5
AR,Buckner,74.2
AR,Bull Shoals,93.4
AR,Burdette,81.3
AR,Cabot,92.4
AR,Caddo Valley,94
AR,Caldwell,78.7
AR,Cale,92
AR,Calico Rock,76.7
AR,Calion,67
AR,Camden,82
AR,Cammack,99
AR,Campbell Station,84.8
AR,Caraway,79.2
AR,Carlisle,83.7
AR,Carthage,76.6
AR,Casa,81.4
AR,Cash,67.4
AR,Caulksville,84.6
AR,Cave,80.3
AR,Cave Springs,92.2
AR,Cedarville,81.4
AR,Center Ridge,86.3
AR,Centerton,91.4
AR,Central,85.6
AR,Charleston,89.9
AR,Cherokee,100
AR,Cherokee,90.9
AR,Cherry Valley,78.4
AR,Chester,58.4
AR,Chidester,74.6
AR,Clarendon,74.7
AR,Clarkedale,90.4
AR,Clarksville,78.1
AR,Clinton,81.8
AR,Coal Hill,77.1
AR,College,95.3
AR,College Station,59.7
AR,Colt,70
AR,Concord,82.1
AR,Conway,92.9
AR,Corinth,94.2
AR,Corning,77
AR,Cotter,91.6
AR,Cotton Plant,75.2
AR,Cove,83.2
AR,Coy,73.9
AR,Crawfordsville,73.4
AR,Crossett,90.7
AR,Cushman,76
AR,Daisy,82.3
AR,Damascus,91.6
AR,Danville,63.5
AR,Dardanelle,67.6
AR,Datto,56.5
AR,Decatur,60.1
AR,Delaplaine,90.4
AR,Delight,88.9
AR,Dell,92.1
AR,Dennard,56.7
AR,Denning,82.3
AR,De Queen,53.2
AR,Dermott,73.2
AR,Des Arc,79
AR,De Valls Bluff,65.6
AR,DeWitt,75.3
AR,Diamond,75.8
AR,Diaz,78.7
AR,Dierks,75
AR,Donaldson,86.6
AR,Dover,85.2
AR,Dumas,76.3
AR,Dyer,89.2
AR,Dyess,68.6
AR,Earle,71.3
AR,East Camden,88.8
AR,East End,85.6
AR,Edmondson,67.4
AR,Egypt,83.3
AR,Elaine,73.9
AR,El Dorado,80
AR,Elkins,88.8
AR,Elm Springs,82.6
AR,Emerson,90.4
AR,Emmet,81
AR,England,82.3
AR,Enola,81
AR,Etowah,70.3
AR,Eudora,79.3
AR,Eureka Springs,91.7
AR,Evening Shade,81.7
AR,Everton,67.5
AR,Fairfield Bay,94.2
AR,Fargo,93.2
AR,Farmington,92.3
AR,Fayetteville,91.7
AR,Felsenthal,92.4
AR,Fifty-Six,86.5
AR,Fisher,81.3
AR,Flippin,79.5
AR,Fordyce,84
AR,Foreman,82.4
AR,Forrest City,79.1
AR,Fort Smith,80.2
AR,Fouke,75.3
AR,Fountain Hill,82.1
AR,Fountain Lake,88.3
AR,Fourche,68.6
AR,Franklin,83.3
AR,Fredonia (Biscoe),78.5
AR,Friendship,80.4
AR,Fulton,67.5
AR,Garfield,83.9
AR,Garland,80.5
AR,Garner,68.2
AR,Gassville,87.4
AR,Gateway,79.6
AR,Gentry,84.3
AR,Georgetown,73.8
AR,Gibson,92.8
AR,Gilbert,93.5
AR,Gillett,81.2
AR,Gillham,80.5
AR,Gilmore,47.6
AR,Glenwood,76.3
AR,Goshen,96.3
AR,Gosnell,82.2
AR,Gould,77.5
AR,Grady,86.7
AR,Grannis,74.8
AR,Gravette,82.2
AR,Greenbrier,89.4
AR,Green Forest,58.9
AR,Greenland,91.5
AR,Greenway,62.9
AR,Greenwood,93.6
AR,Greers Ferry,81.1
AR,Griffithville,65.6
AR,Grubbs,78.9
AR,Guion,65.7
AR,Gum Springs,91.8
AR,Gurdon,83.1
AR,Guy,91.1
AR,Hackett,80.5
AR,Hagarville,80
AR,Hamburg,75.1
AR,Hampton,81.8
AR,Hardy,69.2
AR,Harrell,86.5
AR,Harrisburg,78.5
AR,Harrison,86.5
AR,Hartford,80.1
AR,Hartman,84
AR,Haskell,87.2
AR,Hatfield,76.1
AR,Havana,85.3
AR,Haynes,86.3
AR,Hazen,76
AR,Heber Springs,88.3
AR,Hector,70.9
AR,Helena,77.1
AR,Hensley,56.7
AR,Hermitage,72.9
AR,Hickory Ridge,71.6
AR,Higden,87.3
AR,Higginson,81.5
AR,Highfill,87.3
AR,Highland,86.5
AR,Hindsville,67.6
AR,Holiday Island,95.4
AR,Holland,89.6
AR,Holly Grove,74.7
AR,Hope,67.4
AR,Horatio,62.3
AR,Horseshoe Bend,85.5
AR,Horseshoe Lake,81.3
AR,Hot Springs,85
AR,Hot Springs,96.2
AR,Houston,88.2
AR,Hoxie,82.9
AR,Hughes,73.3
AR,Humnoke,76.1
AR,Humphrey,83
AR,Hunter,71.3
AR,Huntington,71.6
AR,Huntsville,80
AR,Huttig,82.3
AR,Imboden,88.9
AR,Jacksonport,62.3
AR,Jacksonville,86
AR,Jasper,79.6
AR,Jennette,62.7
AR,Jericho,61.8
AR,Jerome,67.9
AR,Johnson,82.4
AR,Joiner,59.5
AR,Jonesboro,89.1
AR,Judsonia,66.4
AR,Junction,80.3
AR,Keiser,78.7
AR,Kensett,55.6
AR,Keo,80.7
AR,Kibler,81.7
AR,Kingsland,75.6
AR,Kirby,81.3
AR,Knobel,72.7
AR,Knoxville,77.5
AR,Lafe,81.8
AR,LaGrange,53.3
AR,Lake,81.9
AR,Lake Hamilton,85.4
AR,Lakeview,92.7
AR,Lake View,70.9
AR,Lake,78.7
AR,Lamar,75.4
AR,Landmark,85.7
AR,Lavaca,83.2
AR,Leachville,77.1
AR,Lead Hill,82.7
AR,Leola,70.3
AR,Lepanto,76
AR,Leslie,70.4
AR,Letona,77.3
AR,Lewisville,76.6
AR,Lexa,71.2
AR,Lincoln,73.1
AR,Little Flock,91
AR,Little Rock,90.7
AR,Lockesburg,82.7
AR,London,74.8
AR,Lonoke,84.7
AR,Lonsdale,94.6
AR,Lost Bridge,93.7
AR,Louann,86.3
AR,Lowell,82.6
AR,Luxora,70.7
AR,Lynn,84
AR,McAlmont,76.1
AR,McCaskill,70.3
AR,McCrory,68.6
AR,McDougal,74.1
AR,McGehee,84.8
AR,McNab,85.3
AR,McNeil,86.8
AR,McRae,74.2
AR,Madison,80
AR,Magazine,77.5
AR,Magness,78.6
AR,Magnet Cove,92.3
AR,Magnolia,84.3
AR,Malvern,83.9
AR,Mammoth Spring,84.7
AR,Manila,80.7
AR,Mansfield,82.7
AR,Marianna,70.6
AR,Marie,54.8
AR,Marion,89.3
AR,Marked Tree,72.9
AR,Marmaduke,83.4
AR,Marshall,80.3
AR,Marvell,79.4
AR,Maumelle,96.9
AR,Mayflower,81.9
AR,Maynard,74.3
AR,Maysville,100
AR,Melbourne,86.9
AR,Mena,88.8
AR,Menifee,92.7
AR,Midland,56.5
AR,Midway,81.2
AR,Midway,87.7
AR,Mineral Springs,80.2
AR,Minturn,67.9
AR,Mitchellville,68.2
AR,Monette,81.9
AR,Monticello,81.6
AR,Montrose,76.4
AR,Moorefield,91.5
AR,Moro,80.8
AR,Morrilton,80.3
AR,Morrison Bluff,92.1
AR,Mountainburg,83.5
AR,Mountain Home,88
AR,Mountain Pine,69.4
AR,Mountain View,68.6
AR,Mount Ida,83.1
AR,Mount Pleasant,87.9
AR,Mount Vernon,90.5
AR,Mulberry,82.5
AR,Murfreesboro,77.6
AR,Nashville,71.2
AR,Natural Steps,97.7
AR,Newark,76.5
AR,New Blaine,86.2
AR,New Edinburg,89.4
AR,Newport,77.5
AR,Nimmons,59.5
AR,Norfork,79.8
AR,Norman,64.2
AR,Norphlet,89.2
AR,North Crossett,87.1
AR,North Little Rock,87.9
AR,Oak Grove,69.9
AR,Oak Grove Heights,86.4
AR,Oakhaven,91.5
AR,Oden,95.8
AR,Ogden,83.3
AR,Oil Trough,93.8
AR,O'Kean,75.3
AR,Okolona,79.6
AR,Ola,74.1
AR,Omaha,78
AR,Oppelo,88.6
AR,Osceola,76.7
AR,Oxford,75.5
AR,Ozan,95
AR,Ozark,78.4
AR,Palestine,70.3
AR,Pangburn,81.1
AR,Paragould,84.1
AR,Paris,78.3
AR,Parkdale,65.9
AR,Parkin,70.3
AR,Patmos,95
AR,Patterson,69.9
AR,Peach Orchard,71.2
AR,Pea Ridge,92.4
AR,Perla,87.5
AR,Perry,70.9
AR,Perrytown,85.4
AR,Perryville,85.8
AR,Piggott,79.7
AR,Pindall,80.9
AR,Pine Bluff,84.8
AR,Pineville,79.1
AR,Piney,85.1
AR,Plainview,72.3
AR,Pleasant Plains,79.8
AR,Plumerville,90.3
AR,Pocahontas,87.8
AR,Pollard,78.2
AR,Portia,66.4
AR,Portland,85.7
AR,Pottsville,86.8
AR,Powhatan,73.5
AR,Poyen,88.4
AR,Prairie Creek,87.7
AR,Prairie Grove,92.9
AR,Prattsville,89.5
AR,Prescott,81
AR,Pyatt,81.5
AR,Quitman,79.5
AR,Ratcliff,83.3
AR,Ravenden,75.3
AR,Ravenden Springs,54.4
AR,Reader,44.4
AR,Rector,84.3
AR,Redfield,87.9
AR,Reed,44
AR,Reyno,78.7
AR,Rison,78.1
AR,Rockport,83.7
AR,Rockwell,94.5
AR,Roe,80.7
AR,Rogers,82.2
AR,Roland,89.6
AR,Rondo,59.9
AR,Rose Bud,78.6
AR,Rosston,89
AR,Rudy,84.2
AR,Russell,76.3
AR,Russellville,81.3
AR,Rye,65.1
AR,St. Charles,77.5
AR,St. Francis,85.9
AR,St. Joe,76.6
AR,St. Paul,72.3
AR,Salem,77.8
AR,Salem,93.4
AR,Salesville,86.5
AR,Scott,100
AR,Scranton,88.8
AR,Searcy,89.7
AR,Sedgwick,81.4
AR,Shannon Hills,90.7
AR,Sheridan,90.4
AR,Sherrill,80.9
AR,Sherwood,93.9
AR,Shirley,88.1
AR,Sidney,89.2
AR,Siloam Springs,78.4
AR,Smackover,88.2
AR,Smithville,90.1
AR,South Lead Hill,96.2
AR,Southside,83.4
AR,Sparkman,65.5
AR,Springdale,71.7
AR,Springtown,90.5
AR,Stamps,83.1
AR,Star,81.4
AR,Staves,83.1
AR,Stephens,81.8
AR,Strawberry,84.5
AR,Strong,74.4
AR,Stuttgart,82
AR,Subiaco,87.5
AR,Success,66.3
AR,Sulphur Rock,84.3
AR,Sulphur Springs,83.7
AR,Sulphur Springs,90.1
AR,Summit,70.9
AR,Sunset,62.1
AR,Sweet Home,81.1
AR,Swifton,85
AR,Taylor,76.2
AR,Texarkana,85.1
AR,Thornton,80.2
AR,Tillar,79.5
AR,Tinsman,71.9
AR,Tollette,86.2
AR,Tontitown,95.4
AR,Traskwood,88.6
AR,Trumann,77.2
AR,Tuckerman,76.2
AR,Tull,88.2
AR,Tumbling Shoals,87
AR,Tupelo,76.1
AR,Turrell,65.2
AR,Twin Groves,81.5
AR,Tyronza,87.2
AR,Ulm,92.2
AR,Valley Springs,87.7
AR,Van Buren,86
AR,Vandervoort,67.6
AR,Victoria,42.3
AR,Vilonia,94.7
AR,Viola,84.2
AR,Wabbaseka,77
AR,Waldenburg,62.8
AR,Waldo,75.7
AR,Waldron,71.5
AR,Walnut Ridge,85.3
AR,Ward,81.1
AR,Warren,75.8
AR,Washington,85.9
AR,Watson,71.7
AR,Weiner,81.8
AR,Weldon,67.9
AR,West Crossett,82.2
AR,Western Grove,82.2
AR,West Fork,88.2
AR,West Memphis,80.6
AR,West Point,85.5
AR,Wheatley,86.7
AR,Whelen Springs,42.9
AR,White Hall,90.6
AR,Wickes,70.5
AR,Widener,78.4
AR,Wiederkehr,100
AR,Williford,82.4
AR,Willisville,90.4
AR,Wilmar,87.3
AR,Wilmot,84
AR,Wilson,81.8
AR,Wilton,74.3
AR,Winchester,71.2
AR,Winslow,79.4
AR,Winthrop,76.8
AR,Woodlawn,93.6
AR,Woodson,79.1
AR,Wooster,87.8
AR,Wrightsville,73.1
AR,Wynne,83.4
AR,Yarborough Landing,77.7
AR,Yellville,79.2
AR,Zinc,77.6
CA,Acalanes Ridge,100
CA,Acampo,77.1
CA,Acton,88.2
CA,Adelanto,67.5
CA,Adin,100
CA,Agoura Hills,95.1
CA,Agua Dulce,96.6
CA,Aguanga,81.1
CA,Ahwahnee,92.5
CA,Airport,45.9
CA,Alameda,91.3
CA,Alamo,98.5
CA,Albany,96.4
CA,Albion,93.6
CA,Alderpoint,70.5
CA,Alhambra,80.7
CA,Alhambra Valley,90.5
CA,Aliso Viejo,96.4
CA,Alleghany,81.9
CA,Allendale,96.6
CA,Allensworth,37.2
CA,Almanor,-
CA,Alondra Park,77.9
CA,Alpaugh,43.3
CA,Alpine,90.3
CA,Alpine,90.3
CA,Alta,95
CA,Altadena,89.5
CA,Alta Sierra,96.7
CA,Alto,96.2
CA,Alturas,88.2
CA,Alum Rock,68.2
CA,Amador,95.6
CA,American Canyon,85.2
CA,Amesti,71.7
CA,Anaheim,75.8
CA,Anchor Bay,93.6
CA,Anderson,85
CA,Angels,91.2
CA,Angwin,89.6
CA,Antelope,91.2
CA,Antioch,86.9
CA,Anza,86
CA,Apple Valley,86
CA,Aptos,97.7
CA,Aptos Hills-Larkin Valley,95.8
CA,Arbuckle,59.1
CA,Arcadia,92.1
CA,Arcata,91.9
CA,Arden-Arcade,90.2
CA,Armona,65.3
CA,Arnold,92.2
CA,Aromas,91.3
CA,Arroyo Grande,93.9
CA,Artesia,76.9
CA,Artois,78.5
CA,Arvin,33.6
CA,Ashland,76.6
CA,Aspen Springs,100
CA,Atascadero,92.6
CA,Atherton,97.7
CA,Atwater,72.5
CA,Auberry,85.6
CA,Auburn,93.1
CA,Auburn Lake Trails,97.7
CA,August,54.4
CA,Avalon,76.9
CA,Avenal,48.8
CA,Avery,88.9
CA,Avila Beach,97.9
CA,Avocado Heights,73
CA,Azusa,77.7
CA,Baker,63.9
CA,Bakersfield,79.6
CA,Baldwin Park,62.6
CA,Ballard,85.2
CA,Ballico,75
CA,Bangor,92.5
CA,Banning,80
CA,Barstow,79.8
CA,Bass Lake,98.4
CA,Bay Point,67.6
CA,Bayview (Contra Costa County),73.6
CA,Bayview (Humboldt County),75.2
CA,Beale AFB,93.6
CA,Bear Creek,46.6
CA,Bear Valley (Alpine County),100
CA,Bear Valley (Mariposa County),100
CA,Bear Valley Springs,96.6
CA,Beaumont,86.8
CA,Beckwourth,86.6
CA,Belden,-
CA,Bell,47.4
CA,Bella Vista,82.3
CA,Bell Canyon,99.2
CA,Bellflower,77.6
CA,Bell Gardens,44.3
CA,Belmont,94.9
CA,Belvedere,99.5
CA,Benbow,100
CA,Bend,94.3
CA,Benicia,95.7
CA,Ben Lomond,96.6
CA,Benton,94.8
CA,Berkeley,95.7
CA,Bermuda Dunes,89.4
CA,Berry Creek,82.3
CA,Bertsch-Oceanview,77.2
CA,Bethel Island,90.6
CA,Beverly Hills,95
CA,Bieber,83.2
CA,Big Bear,89.9
CA,Big Bear Lake,88.6
CA,Big Bend,91.9
CA,Big Creek,98.3
CA,Biggs,73
CA,Big Lagoon,100
CA,Big Pine,90.4
CA,Big River,80
CA,Biola,41.4
CA,Bishop,85.8
CA,Blackhawk,98.2
CA,Blacklake,100
CA,Black Point-Green Point,96.6
CA,Blairsden,100
CA,Bloomfield,100
CA,Bloomington,58.8
CA,Blue Lake,93.4
CA,Bluewater,97.2
CA,Blythe,69.4
CA,Bodega,83.7
CA,Bodega Bay,89.6
CA,Bodfish,84.8
CA,Bolinas,95.6
CA,Bombay Beach,86.1
CA,Bonadelle Ranchos-Madera Ranchos,90.9
CA,Bonita,88.2
CA,Bonny Doon,94.9
CA,Bonsall,92.4
CA,Boonville,68.9
CA,Bootjack,94.7
CA,Boron,80.2
CA,Boronda,54.1
CA,Borrego Springs,77.9
CA,Bostonia,81.2
CA,Boulder Creek,93.5
CA,Boulevard,47.7
CA,Bowles,70.2
CA,Boyes Hot Springs,73.1
CA,Bradbury,90.2
CA,Bradley,86.2
CA,Brawley,70.4
CA,Brea,92.1
CA,Brentwood,90.6
CA,Bret Harte,37.6
CA,Bridgeport,69.2
CA,Brisbane,93.7
CA,Broadmoor,86.9
CA,Brookdale,98.7
CA,Brooktrails,91.5
CA,Buckhorn,90
CA,Buck Meadows,100
CA,Bucks Lake,100
CA,Buellton,89.3
CA,Buena Park,83.1
CA,Buena Vista,93.7
CA,Burbank,88.7
CA,Burbank,85
CA,Burlingame,96.6
CA,Burney,81.2
CA,Burnt Ranch,87
CA,Butte Creek Canyon,97.1
CA,Butte Meadows,100
CA,Butte Valley,94.1
CA,Buttonwillow,53
CA,Byron,73
CA,Bystrom,42
CA,Cabazon,74.1
CA,Calabasas,97
CA,Calexico,56.6
CA,California,79.5
CA,California Hot Springs,100
CA,California Pines,94.6
CA,Calimesa,88.3
CA,Calipatria,57.3
CA,Calistoga,71.8
CA,Callender,93.4
CA,Calpella,75.9
CA,Calpine,100
CA,Calwa,63.1
CA,Camanche North Shore,84.9
CA,Camanche,93.5
CA,Camarillo,92.2
CA,Cambria,90.2
CA,Cambrian Park,91.7
CA,Cameron Park,92.9
CA,Camino,94.5
CA,Camino Tassajara,97.4
CA,Campbell,93.8
CA,Camp Nelson,100
CA,Campo,75.8
CA,Camp Pendleton North,98.9
CA,Camp Pendleton South,100
CA,Camptonville,89.1
CA,Canby,84.8
CA,Cantua Creek,22.6
CA,Canyondam,62.7
CA,Canyon Lake,95.9
CA,Capitola,92.5
CA,Caribou,-
CA,Carlsbad,95.8
CA,Carmel-by-the-Sea,97.3
CA,Carmel Valley,92.1
CA,Carmet,100
CA,Carmichael,93.4
CA,Carnelian Bay,97.2
CA,Carpinteria,79.5
CA,Carrick,100
CA,Carson,79.6
CA,Cartago,100
CA,Caruthers,51.1
CA,Casa Conejo,91.2
CA,Casa de Oro-Mount Helix,92.1
CA,Casmalia,53.3
CA,Caspar,97.2
CA,Cassel,100
CA,Castaic,91.9
CA,Castle Hill,98.3
CA,Castro Valley,92.2
CA,Castroville,46.4
CA,Cathedral,75.3
CA,Catheys Valley,89.8
CA,Cayucos,93.5
CA,Cazadero,95.5
CA,Cedar Ridge,92.1
